dateTime UTC,TDRY,HPRAB,PRSS,RLH,WDD10,WNS10,WDD10Virzieni,tempC,precipMM,pressureMB,humidity,windDirDEG,windSpeedKPH,windSpeedM/S,windDir
23.07.2023 00:00,12.70 °C,0.00 mm,994.10 hPa,96.00 %,223.00°,3.00 m/s,SW,13.30 °C,0.00 mm,996.10 hPa,100.00 %,256.50°,2.80,0.78 m/s,W
23.07.2023 01:00,12.40 °C,0.20 mm,994.20 hPa,97.00 %,214.00°,2.40 m/s,SW,13.10 °C,0.00 mm,996.10 hPa,100.00 %,297.00°,4.05,1.13 m/s,NW
23.07.2023 02:00,12.40 °C,0.00 mm,994.20 hPa,98.00 %,216.00°,4.00 m/s,SW,13.10 °C,0.00 mm,996.20 hPa,100.00 %,274.50°,5.69,1.58 m/s,W
23.07.2023 03:00,12.80 °C,0.00 mm,994.30 hPa,97.00 %,223.00°,3.30 m/s,SW,13.40 °C,0.00 mm,996.20 hPa,100.00 %,270.00°,6.77,1.88 m/s,W
23.07.2023 04:00,12.80 °C,0.00 mm,994.40 hPa,96.00 %,216.00°,3.00 m/s,SW,13.40 °C,0.00 mm,996.30 hPa,100.00 %,297.00°,5.25,1.46 m/s,NW
23.07.2023 05:00,13.10 °C,0.00 mm,994.60 hPa,92.00 %,217.00°,3.60 m/s,SW,13.80 °C,0.00 mm,996.60 hPa,97.00 %,252.00°,5.40,1.50 m/s,W
23.07.2023 06:00,14.20 °C,0.00 mm,994.70 hPa,87.00 %,236.00°,3.10 m/s,SW,15.10 °C,0.00 mm,996.50 hPa,89.00 %,261.00°,5.58,1.55 m/s,W
23.07.2023 07:00,15.30 °C,0.00 mm,994.50 hPa,81.00 %,231.00°,3.70 m/s,SW,17.70 °C,0.00 mm,996.30 hPa,71.00 %,279.00°,9.25,2.57 m/s,W
23.07.2023 08:00,16.80 °C,0.00 mm,994.60 hPa,66.00 %,246.00°,4.40 m/s,SW,18.80 °C,0.00 mm,996.40 hPa,61.00 %,279.00°,9.79,2.72 m/s,W
23.07.2023 09:00,18.20 °C,0.00 mm,994.50 hPa,57.00 %,221.00°,4.80 m/s,SW,18.10 °C,0.00 mm,996.30 hPa,58.00 %,247.50°,8.05,2.24 m/s,W
23.07.2023 10:00,17.80 °C,0.00 mm,994.50 hPa,59.00 %,227.00°,5.90 m/s,SW,18.40 °C,0.00 mm,996.30 hPa,58.00 %,270.00°,7.06,1.96 m/s,W
23.07.2023 11:00,17.50 °C,2.40 mm,994.60 hPa,63.00 %,206.00°,4.10 m/s,SW,18.10 °C,0.00 mm,996.40 hPa,59.00 %,202.50°,3.32,0.92 m/s,SW
23.07.2023 12:00,14.50 °C,3.70 mm,994.50 hPa,87.00 %,274.00°,3.90 m/s,W,15.20 °C,0.00 mm,996.40 hPa,89.00 %,216.00°,0.72,0.20 m/s,SW
23.07.2023 13:00,14.70 °C,4.20 mm,994.50 hPa,85.00 %,308.00°,2.00 m/s,NW,15.80 °C,0.28 mm,996.30 hPa,87.00 %,301.50°,4.58,1.27 m/s,NW
23.07.2023 14:00,,,,,,,,,,,,,,,
23.07.2023 15:00,,,,,,,,,,,,,,,
23.07.2023 16:00,13.90 °C,0.00 mm,993.60 hPa,94.00 %,190.00°,2.30 m/s,S,14.40 °C,0.30 mm,995.60 hPa,100.00 %,202.50°,3.18,0.88 m/s,SW
23.07.2023 17:00,14.20 °C,0.00 mm,993.40 hPa,93.00 %,190.00°,2.80 m/s,S,14.60 °C,0.00 mm,995.30 hPa,97.00 %,238.50°,1.26,0.35 m/s,SW
23.07.2023 18:00,14.00 °C,0.00 mm,993.10 hPa,94.00 %,194.00°,2.40 m/s,S,14.50 °C,0.00 mm,995.00 hPa,100.00 %,198.00°,0.40,0.11 m/s,S
23.07.2023 19:00,13.80 °C,0.00 mm,993.00 hPa,95.00 %,170.00°,1.90 m/s,S,14.20 °C,0.00 mm,994.80 hPa,100.00 %,225.00°,0.00,0.00 m/s,SW
23.07.2023 20:00,13.90 °C,0.00 mm,992.50 hPa,96.00 %,154.00°,0.90 m/s,SE,14.20 °C,0.00 mm,994.40 hPa,100.00 %,265.50°,0.00,0.00 m/s,W
23.07.2023 21:00,13.40 °C,0.00 mm,992.40 hPa,98.00 %,183.00°,1.10 m/s,S,13.60 °C,0.00 mm,994.40 hPa,100.00 %,225.00°,0.00,0.00 m/s,SW
23.07.2023 22:00,12.70 °C,0.00 mm,992.30 hPa,98.00 %,196.00°,2.00 m/s,S,13.20 °C,0.00 mm,994.30 hPa,100.00 %,256.50°,0.18,0.05 m/s,W
23.07.2023 23:00,13.00 °C,0.00 mm,991.90 hPa,99.00 %,214.00°,1.60 m/s,SW,13.40 °C,0.00 mm,993.80 hPa,100.00 %,256.50°,0.50,0.14 m/s,W
24.07.2023 00:00,12.80 °C,0.00 mm,991.60 hPa,99.00 %,194.00°,1.10 m/s,S,13.30 °C,0.00 mm,993.50 hPa,100.00 %,270.00°,1.66,0.46 m/s,W
24.07.2023 01:00,12.20 °C,0.00 mm,991.40 hPa,100.00 %,194.00°,0.60 m/s,S,13.20 °C,0.00 mm,993.30 hPa,100.00 %,234.00°,0.22,0.06 m/s,SW
24.07.2023 02:00,11.90 °C,0.00 mm,991.20 hPa,100.00 %,149.00°,0.80 m/s,SE,12.70 °C,0.00 mm,993.10 hPa,100.00 %,261.00°,3.20,0.89 m/s,W
24.07.2023 03:00,12.20 °C,0.00 mm,991.20 hPa,100.00 %,249.00°,1.70 m/s,W,12.90 °C,0.00 mm,993.20 hPa,100.00 %,274.50°,2.59,0.72 m/s,W
24.07.2023 04:00,12.40 °C,0.00 mm,991.40 hPa,100.00 %,237.00°,1.90 m/s,SW,13.20 °C,0.00 mm,993.30 hPa,100.00 %,247.50°,0.61,0.17 m/s,W
24.07.2023 05:00,13.30 °C,0.00 mm,991.40 hPa,94.00 %,207.00°,1.70 m/s,SW,13.80 °C,0.00 mm,993.20 hPa,100.00 %,103.50°,2.31,0.64 m/s,E
24.07.2023 06:00,13.90 °C,0.00 mm,991.10 hPa,91.00 %,248.00°,1.30 m/s,W,15.60 °C,0.30 mm,992.90 hPa,93.00 %,216.00°,4.97,1.38 m/s,SW
24.07.2023 07:00,15.40 °C,0.00 mm,991.10 hPa,79.00 %,235.00°,1.60 m/s,SW,16.20 °C,0.00 mm,992.90 hPa,81.00 %,234.00°,3.13,0.87 m/s,SW
24.07.2023 08:00,16.00 °C,0.00 mm,991.00 hPa,78.00 %,198.00°,2.00 m/s,S,17.10 °C,0.00 mm,992.90 hPa,70.00 %,247.50°,4.15,1.15 m/s,W
24.07.2023 09:00,15.70 °C,0.00 mm,991.00 hPa,78.00 %,211.00°,1.70 m/s,SW,16.50 °C,0.00 mm,992.80 hPa,79.00 %,207.00°,1.37,0.38 m/s,SW
24.07.2023 10:00,16.00 °C,0.10 mm,990.80 hPa,78.00 %,220.00°,0.70 m/s,SW,17.10 °C,0.00 mm,992.60 hPa,76.00 %,184.50°,1.55,0.43 m/s,S
24.07.2023 11:00,16.20 °C,0.20 mm,990.40 hPa,79.00 %,167.00°,1.00 m/s,S,17.10 °C,0.00 mm,992.20 hPa,79.00 %,202.50°,0.14,0.04 m/s,SW
24.07.2023 12:00,16.50 °C,0.20 mm,990.30 hPa,83.00 %,339.00°,0.40 m/s,N,17.10 °C,0.00 mm,992.00 hPa,82.00 %,148.50°,0.48,0.13 m/s,SE
24.07.2023 13:00,15.80 °C,0.20 mm,990.00 hPa,89.00 %,169.00°,0.90 m/s,S,16.80 °C,0.61 mm,991.80 hPa,90.00 %,274.50°,1.15,0.32 m/s,W
24.07.2023 14:00,16.00 °C,0.10 mm,989.90 hPa,93.00 %,185.00°,1.60 m/s,S,16.50 °C,0.30 mm,991.60 hPa,94.00 %,297.00°,2.23,0.62 m/s,NW
24.07.2023 15:00,15.40 °C,0.40 mm,989.50 hPa,95.00 %,203.00°,2.90 m/s,SW,15.80 °C,0.30 mm,991.30 hPa,97.00 %,126.00°,1.58,0.44 m/s,SE
24.07.2023 16:00,15.30 °C,0.00 mm,989.20 hPa,94.00 %,342.00°,0.90 m/s,N,16.10 °C,0.61 mm,991.10 hPa,94.00 %,99.00°,0.87,0.24 m/s,E
24.07.2023 17:00,15.20 °C,0.00 mm,989.00 hPa,93.00 %,74.00°,0.80 m/s,E,15.80 °C,0.00 mm,990.80 hPa,95.00 %,121.50°,2.36,0.66 m/s,SE
24.07.2023 18:00,15.00 °C,0.00 mm,988.60 hPa,94.00 %,76.00°,1.30 m/s,E,15.60 °C,0.00 mm,990.30 hPa,98.00 %,198.00°,1.22,0.34 m/s,S
24.07.2023 19:00,14.00 °C,0.00 mm,988.60 hPa,96.00 %,156.00°,1.70 m/s,SE,14.60 °C,0.00 mm,990.50 hPa,100.00 %,180.00°,0.25,0.07 m/s,S
24.07.2023 20:00,14.00 °C,0.00 mm,988.20 hPa,97.00 %,156.00°,2.40 m/s,SE,14.20 °C,0.00 mm,990.10 hPa,100.00 %,189.00°,0.77,0.21 m/s,S
24.07.2023 21:00,13.80 °C,0.00 mm,988.10 hPa,97.00 %,144.00°,2.10 m/s,SE,14.30 °C,0.00 mm,990.00 hPa,100.00 %,207.00°,1.45,0.40 m/s,SW
24.07.2023 22:00,13.40 °C,0.00 mm,987.70 hPa,98.00 %,148.00°,2.50 m/s,SE,14.20 °C,0.00 mm,989.60 hPa,100.00 %,207.00°,2.45,0.68 m/s,SW
24.07.2023 23:00,13.30 °C,0.00 mm,987.20 hPa,97.00 %,142.00°,2.50 m/s,SE,14.10 °C,0.00 mm,989.00 hPa,100.00 %,189.00°,2.77,0.77 m/s,S
25.07.2023 00:00,13.50 °C,0.00 mm,986.60 hPa,96.00 %,141.00°,2.90 m/s,SE,14.40 °C,0.00 mm,988.40 hPa,100.00 %,198.00°,1.22,0.34 m/s,S
25.07.2023 01:00,13.50 °C,0.00 mm,986.10 hPa,96.00 %,137.00°,3.20 m/s,SE,14.10 °C,0.30 mm,987.90 hPa,100.00 %,189.00°,1.12,0.31 m/s,S
25.07.2023 02:00,13.40 °C,0.00 mm,985.30 hPa,97.00 %,143.00°,2.70 m/s,SE,14.20 °C,0.30 mm,987.10 hPa,100.00 %,180.00°,4.28,1.19 m/s,S
25.07.2023 03:00,14.20 °C,0.00 mm,984.80 hPa,96.00 %,130.00°,2.30 m/s,SE,15.10 °C,0.00 mm,986.50 hPa,100.00 %,193.50°,3.12,0.87 m/s,S
25.07.2023 04:00,15.90 °C,0.00 mm,984.40 hPa,91.00 %,131.00°,3.50 m/s,SE,17.10 °C,0.00 mm,986.00 hPa,93.00 %,184.50°,4.27,1.19 m/s,S
25.07.2023 05:00,16.10 °C,0.00 mm,983.60 hPa,90.00 %,133.00°,3.40 m/s,SE,16.60 °C,0.00 mm,985.30 hPa,95.00 %,166.50°,7.34,2.04 m/s,S
25.07.2023 06:00,16.40 °C,0.80 mm,983.20 hPa,90.00 %,138.00°,2.80 m/s,SE,16.90 °C,0.00 mm,985.00 hPa,93.00 %,211.50°,1.58,0.44 m/s,SW
25.07.2023 07:00,15.90 °C,0.50 mm,983.10 hPa,93.00 %,154.00°,2.60 m/s,SE,16.40 °C,0.00 mm,984.80 hPa,99.00 %,193.50°,4.18,1.16 m/s,S
25.07.2023 08:00,16.20 °C,2.60 mm,982.70 hPa,97.00 %,140.00°,2.40 m/s,SE,16.70 °C,0.91 mm,984.40 hPa,100.00 %,184.50°,3.78,1.05 m/s,S
25.07.2023 09:00,15.90 °C,4.00 mm,982.60 hPa,98.00 %,144.00°,2.50 m/s,SE,16.60 °C,1.82 mm,984.30 hPa,100.00 %,279.00°,4.28,1.19 m/s,W
25.07.2023 10:00,16.50 °C,0.00 mm,982.60 hPa,97.00 %,200.00°,3.20 m/s,S,17.00 °C,3.33 mm,984.30 hPa,100.00 %,265.50°,4.24,1.18 m/s,W
25.07.2023 11:00,18.60 °C,0.00 mm,982.50 hPa,90.00 %,185.00°,2.90 m/s,S,19.90 °C,0.00 mm,984.10 hPa,89.00 %,220.50°,5.94,1.65 m/s,SW
25.07.2023 12:00,20.10 °C,0.00 mm,981.70 hPa,78.00 %,177.00°,3.50 m/s,S,21.20 °C,0.00 mm,983.20 hPa,73.00 %,274.50°,6.15,1.71 m/s,W
25.07.2023 13:00,20.00 °C,0.00 mm,981.70 hPa,78.00 %,196.00°,3.70 m/s,S,20.90 °C,0.00 mm,983.30 hPa,78.00 %,297.00°,8.83,2.45 m/s,NW
25.07.2023 14:00,20.00 °C,0.00 mm,982.20 hPa,79.00 %,223.00°,5.20 m/s,SW,21.50 °C,0.30 mm,983.70 hPa,77.00 %,247.50°,7.95,2.21 m/s,W
25.07.2023 15:00,20.50 °C,0.00 mm,982.40 hPa,70.00 %,265.00°,5.40 m/s,W,21.00 °C,0.00 mm,984.00 hPa,69.00 %,216.00°,9.40,2.61 m/s,SW
25.07.2023 16:00,20.30 °C,0.00 mm,983.00 hPa,68.00 %,263.00°,5.70 m/s,W,20.70 °C,0.00 mm,984.60 hPa,67.00 %,274.50°,9.55,2.65 m/s,W
25.07.2023 17:00,19.80 °C,0.00 mm,983.10 hPa,65.00 %,259.00°,4.40 m/s,W,20.20 °C,0.00 mm,984.70 hPa,65.00 %,297.00°,5.77,1.60 m/s,NW
25.07.2023 18:00,18.50 °C,0.00 mm,983.60 hPa,74.00 %,254.00°,2.90 m/s,W,19.20 °C,0.00 mm,985.30 hPa,72.00 %,279.00°,4.00,1.11 m/s,W
25.07.2023 19:00,16.80 °C,0.00 mm,983.70 hPa,83.00 %,261.00°,2.40 m/s,W,17.50 °C,0.00 mm,985.50 hPa,84.00 %,283.50°,2.10,0.58 m/s,W
25.07.2023 20:00,16.10 °C,0.00 mm,983.90 hPa,88.00 %,213.00°,1.70 m/s,SW,16.70 °C,0.00 mm,985.70 hPa,92.00 %,274.50°,3.64,1.01 m/s,W
25.07.2023 21:00,16.60 °C,0.00 mm,984.20 hPa,90.00 %,271.00°,2.20 m/s,W,17.10 °C,0.00 mm,986.00 hPa,93.00 %,301.50°,3.74,1.04 m/s,NW
25.07.2023 22:00,16.20 °C,1.50 mm,984.70 hPa,93.00 %,235.00°,2.40 m/s,SW,16.80 °C,0.00 mm,986.40 hPa,97.00 %,301.50°,5.18,1.44 m/s,NW
25.07.2023 23:00,16.00 °C,0.00 mm,984.90 hPa,94.00 %,242.00°,2.90 m/s,SW,16.40 °C,0.30 mm,986.60 hPa,100.00 %,279.00°,4.50,1.25 m/s,W
26.07.2023 00:00,15.50 °C,0.00 mm,984.60 hPa,94.00 %,233.00°,3.00 m/s,SW,16.00 °C,0.00 mm,986.30 hPa,100.00 %,283.50°,5.21,1.45 m/s,W
26.07.2023 01:00,15.30 °C,0.00 mm,984.60 hPa,96.00 %,260.00°,3.50 m/s,W,15.70 °C,0.00 mm,986.40 hPa,100.00 %,265.50°,3.99,1.11 m/s,W
26.07.2023 02:00,15.00 °C,0.00 mm,984.60 hPa,96.00 %,270.00°,2.90 m/s,W,15.20 °C,0.00 mm,986.50 hPa,100.00 %,279.00°,3.06,0.85 m/s,W
26.07.2023 03:00,14.90 °C,0.00 mm,985.00 hPa,95.00 %,248.00°,2.10 m/s,W,15.30 °C,0.00 mm,986.80 hPa,100.00 %,274.50°,3.89,1.08 m/s,W
26.07.2023 04:00,15.40 °C,0.00 mm,985.20 hPa,95.00 %,230.00°,2.90 m/s,SW,15.90 °C,0.00 mm,987.00 hPa,100.00 %,270.00°,2.96,0.82 m/s,W
26.07.2023 05:00,15.70 °C,0.00 mm,985.50 hPa,94.00 %,234.00°,2.60 m/s,SW,16.20 °C,0.00 mm,987.30 hPa,98.00 %,274.50°,6.84,1.90 m/s,W
26.07.2023 06:00,16.20 °C,0.00 mm,985.70 hPa,89.00 %,257.00°,3.30 m/s,W,17.20 °C,0.30 mm,987.50 hPa,91.00 %,216.00°,5.27,1.46 m/s,SW
26.07.2023 07:00,17.10 °C,0.00 mm,985.70 hPa,83.00 %,238.00°,3.20 m/s,SW,18.00 °C,0.00 mm,987.40 hPa,82.00 %,274.50°,2.64,0.73 m/s,W
26.07.2023 08:00,17.60 °C,0.00 mm,986.10 hPa,79.00 %,236.00°,3.20 m/s,SW,19.00 °C,0.00 mm,987.70 hPa,78.00 %,279.00°,7.06,1.96 m/s,W
26.07.2023 09:00,18.70 °C,0.00 mm,986.70 hPa,74.00 %,257.00°,4.10 m/s,W,19.90 °C,0.00 mm,988.20 hPa,69.00 %,265.50°,11.30,3.14 m/s,W
26.07.2023 10:00,19.40 °C,0.00 mm,986.70 hPa,68.00 %,266.00°,5.10 m/s,W,20.90 °C,0.00 mm,988.30 hPa,62.00 %,157.50°,5.88,1.63 m/s,S
26.07.2023 11:00,19.90 °C,0.00 mm,986.80 hPa,65.00 %,267.00°,4.10 m/s,W,21.80 °C,0.00 mm,988.40 hPa,56.00 %,148.50°,6.66,1.85 m/s,SE
26.07.2023 12:00,19.80 °C,0.00 mm,987.50 hPa,63.00 %,284.00°,4.60 m/s,W,21.60 °C,0.00 mm,989.00 hPa,56.00 %,207.00°,5.59,1.55 m/s,SW
26.07.2023 13:00,21.20 °C,0.00 mm,988.00 hPa,54.00 %,263.00°,5.20 m/s,W,21.80 °C,0.00 mm,989.60 hPa,51.00 %,240.00°,9.33,2.59 m/s,SW
26.07.2023 14:00,20.80 °C,0.00 mm,987.90 hPa,56.00 %,287.00°,5.80 m/s,W,21.90 °C,0.00 mm,989.50 hPa,54.00 %,198.00°,9.75,2.71 m/s,S
26.07.2023 15:00,21.20 °C,0.00 mm,988.30 hPa,56.00 %,299.00°,4.90 m/s,NW,21.90 °C,0.00 mm,990.00 hPa,55.00 %,283.50°,11.84,3.29 m/s,W
26.07.2023 16:00,19.70 °C,0.00 mm,988.90 hPa,66.00 %,278.00°,5.80 m/s,W,20.40 °C,0.00 mm,990.60 hPa,61.00 %,238.50°,4.26,1.18 m/s,SW
26.07.2023 17:00,17.90 °C,0.00 mm,989.30 hPa,75.00 %,274.00°,4.50 m/s,W,18.40 °C,0.00 mm,991.10 hPa,74.00 %,180.00°,4.14,1.15 m/s,S
26.07.2023 18:00,17.20 °C,0.00 mm,989.80 hPa,79.00 %,287.00°,3.90 m/s,W,18.00 °C,0.00 mm,991.60 hPa,76.00 %,243.00°,5.64,1.57 m/s,SW
26.07.2023 19:00,15.80 °C,0.00 mm,990.60 hPa,84.00 %,282.00°,3.50 m/s,W,16.40 °C,0.00 mm,992.40 hPa,86.00 %,310.50°,5.65,1.57 m/s,NW
26.07.2023 20:00,,,,,,,,,,,,,,,
26.07.2023 21:00,14.50 °C,0.00 mm,991.10 hPa,86.00 %,303.00°,3.00 m/s,NW,14.90 °C,0.00 mm,993.00 hPa,90.00 %,229.50°,0.00,0.00 m/s,SW
26.07.2023 22:00,13.20 °C,0.00 mm,991.50 hPa,92.00 %,264.00°,1.60 m/s,W,13.80 °C,0.00 mm,993.40 hPa,97.00 %,225.00°,0.00,0.00 m/s,SW
26.07.2023 23:00,12.50 °C,0.00 mm,991.50 hPa,95.00 %,219.00°,0.60 m/s,SW,13.20 °C,0.00 mm,993.50 hPa,100.00 %,175.50°,0.18,0.05 m/s,S
27.07.2023 00:00,12.20 °C,0.00 mm,991.40 hPa,96.00 %,190.00°,0.60 m/s,S,12.80 °C,0.00 mm,993.40 hPa,100.00 %,225.00°,0.00,0.00 m/s,SW
27.07.2023 01:00,12.10 °C,0.00 mm,991.60 hPa,97.00 %,211.00°,1.20 m/s,SW,12.80 °C,0.00 mm,993.60 hPa,100.00 %,229.50°,0.44,0.12 m/s,SW
27.07.2023 02:00,12.50 °C,0.00 mm,992.10 hPa,95.00 %,218.00°,2.00 m/s,SW,13.00 °C,0.00 mm,994.10 hPa,100.00 %,229.40°,0.15,0.04 m/s,SW
27.07.2023 03:00,12.50 °C,0.00 mm,992.00 hPa,95.00 %,209.00°,1.30 m/s,SW,13.00 °C,0.00 mm,993.90 hPa,100.00 %,261.00°,0.83,0.23 m/s,W
27.07.2023 04:00,13.50 °C,0.00 mm,992.40 hPa,93.00 %,215.00°,1.40 m/s,SW,14.00 °C,0.00 mm,994.30 hPa,100.00 %,292.50°,4.08,1.13 m/s,NW
27.07.2023 05:00,14.70 °C,0.00 mm,992.80 hPa,88.00 %,214.00°,1.70 m/s,SW,15.60 °C,0.00 mm,994.60 hPa,88.00 %,283.50°,2.12,0.59 m/s,W
27.07.2023 06:00,15.40 °C,0.00 mm,992.60 hPa,84.00 %,236.00°,1.60 m/s,SW,16.50 °C,0.00 mm,994.30 hPa,82.00 %,58.50°,1.99,0.55 m/s,NE
27.07.2023 07:00,16.20 °C,0.00 mm,992.90 hPa,75.00 %,249.00°,1.70 m/s,W,19.30 °C,0.00 mm,994.50 hPa,63.00 %,274.50°,4.90,1.36 m/s,W
27.07.2023 08:00,17.00 °C,0.00 mm,992.90 hPa,66.00 %,258.00°,2.10 m/s,W,17.60 °C,0.00 mm,994.70 hPa,65.00 %,90.00°,3.03,0.84 m/s,E
27.07.2023 09:00,17.30 °C,0.00 mm,993.00 hPa,66.00 %,261.00°,2.60 m/s,W,19.30 °C,0.00 mm,994.70 hPa,60.00 %,252.00°,4.00,1.11 m/s,W
27.07.2023 10:00,17.90 °C,0.00 mm,992.80 hPa,62.00 %,274.00°,1.90 m/s,W,19.90 °C,0.00 mm,994.50 hPa,57.00 %,270.00°,4.71,1.31 m/s,W
27.07.2023 11:00,18.00 °C,0.00 mm,992.80 hPa,60.00 %,269.00°,2.20 m/s,W,18.80 °C,0.00 mm,994.50 hPa,57.00 %,265.50°,5.90,1.64 m/s,W
27.07.2023 12:00,17.70 °C,0.00 mm,992.70 hPa,62.00 %,275.00°,2.80 m/s,W,19.00 °C,0.00 mm,994.40 hPa,57.00 %,112.50°,3.27,0.91 m/s,SE
27.07.2023 13:00,17.80 °C,0.00 mm,992.60 hPa,61.00 %,254.00°,2.20 m/s,W,19.20 °C,0.00 mm,994.30 hPa,58.00 %,301.50°,3.42,0.95 m/s,NW
27.07.2023 14:00,17.70 °C,0.00 mm,992.50 hPa,59.00 %,263.00°,2.10 m/s,W,18.90 °C,0.00 mm,994.20 hPa,55.00 %,274.50°,0.98,0.27 m/s,W
27.07.2023 15:00,18.40 °C,0.00 mm,992.30 hPa,57.00 %,301.00°,2.00 m/s,NW,19.40 °C,0.00 mm,994.00 hPa,51.00 %,225.00°,1.30,0.36 m/s,SW
27.07.2023 16:00,17.90 °C,0.00 mm,992.00 hPa,58.00 %,277.00°,0.90 m/s,W,18.80 °C,0.00 mm,993.70 hPa,51.00 %,72.00°,0.73,0.20 m/s,E
27.07.2023 17:00,17.20 °C,0.00 mm,991.80 hPa,64.00 %,300.00°,1.80 m/s,NW,18.00 °C,0.00 mm,993.50 hPa,59.00 %,220.50°,0.00,0.00 m/s,SW
27.07.2023 18:00,16.90 °C,0.00 mm,991.90 hPa,65.00 %,344.00°,0.50 m/s,N,17.30 °C,0.00 mm,993.70 hPa,58.00 %,270.00°,0.00,0.00 m/s,W
27.07.2023 19:00,15.30 °C,0.00 mm,991.80 hPa,77.00 %,161.00°,0.70 m/s,S,15.90 °C,0.00 mm,993.70 hPa,71.00 %,306.00°,0.00,0.00 m/s,NW
27.07.2023 20:00,14.20 °C,0.00 mm,991.70 hPa,79.00 %,220.00°,0.60 m/s,SW,15.30 °C,0.00 mm,993.60 hPa,76.00 %,225.00°,0.00,0.00 m/s,SW
27.07.2023 21:00,13.20 °C,0.00 mm,991.80 hPa,84.00 %,249.00°,1.50 m/s,W,14.10 °C,0.00 mm,993.70 hPa,84.00 %,225.00°,0.00,0.00 m/s,SW
27.07.2023 22:00,13.20 °C,0.00 mm,991.50 hPa,86.00 %,234.00°,0.80 m/s,SW,13.90 °C,0.00 mm,993.40 hPa,88.00 %,225.00°,0.00,0.00 m/s,SW
27.07.2023 23:00,12.50 °C,0.00 mm,991.60 hPa,90.00 %,233.00°,0.80 m/s,SW,13.10 °C,0.00 mm,993.60 hPa,95.00 %,225.00°,0.00,0.00 m/s,SW
28.07.2023 00:00,11.80 °C,0.00 mm,991.50 hPa,94.00 %,173.00°,0.50 m/s,S,12.50 °C,0.00 mm,993.50 hPa,98.00 %,193.50°,0.00,0.00 m/s,S
28.07.2023 01:00,10.80 °C,0.00 mm,991.10 hPa,96.00 %,154.00°,1.30 m/s,SE,11.90 °C,0.00 mm,993.10 hPa,100.00 %,261.00°,0.00,0.00 m/s,W
28.07.2023 02:00,10.70 °C,0.00 mm,990.90 hPa,98.00 %,220.00°,0.70 m/s,SW,11.40 °C,0.00 mm,992.90 hPa,100.00 %,225.00°,0.00,0.00 m/s,SW
28.07.2023 03:00,10.70 °C,0.00 mm,991.00 hPa,97.00 %,172.00°,0.90 m/s,S,11.50 °C,0.00 mm,993.00 hPa,100.00 %,243.00°,0.04,0.01 m/s,SW
28.07.2023 04:00,12.50 °C,0.00 mm,990.90 hPa,93.00 %,166.00°,0.90 m/s,S,13.50 °C,0.00 mm,992.80 hPa,100.00 %,292.50°,2.20,0.61 m/s,NW
28.07.2023 05:00,14.90 °C,0.00 mm,990.50 hPa,81.00 %,242.00°,1.10 m/s,SW,16.30 °C,0.00 mm,992.40 hPa,78.00 %,306.00°,5.68,1.58 m/s,NW
28.07.2023 06:00,,,,,,,,,,,,,,,
28.07.2023 07:00,17.20 °C,0.00 mm,990.50 hPa,67.00 %,220.00°,3.10 m/s,SW,19.20 °C,0.00 mm,992.20 hPa,58.00 %,265.50°,5.30,1.47 m/s,W
28.07.2023 08:00,17.20 °C,0.00 mm,990.50 hPa,66.00 %,228.00°,3.70 m/s,SW,18.90 °C,0.00 mm,992.10 hPa,59.00 %,180.00°,4.30,1.19 m/s,S
28.07.2023 09:00,16.70 °C,0.00 mm,990.30 hPa,70.00 %,277.00°,4.60 m/s,W,17.60 °C,0.00 mm,992.10 hPa,66.00 %,175.50°,9.15,2.54 m/s,S
28.07.2023 10:00,19.70 °C,0.00 mm,989.90 hPa,55.00 %,244.00°,4.30 m/s,SW,21.40 °C,0.00 mm,991.50 hPa,49.00 %,180.00°,4.17,1.16 m/s,S
28.07.2023 11:00,18.90 °C,0.00 mm,990.10 hPa,55.00 %,262.00°,4.50 m/s,W,20.00 °C,0.00 mm,991.80 hPa,48.00 %,265.50°,6.49,1.80 m/s,W
28.07.2023 12:00,19.70 °C,0.00 mm,989.90 hPa,50.00 %,243.00°,4.70 m/s,SW,20.80 °C,0.00 mm,991.50 hPa,46.00 %,247.50°,7.48,2.08 m/s,W
28.07.2023 13:00,20.60 °C,0.00 mm,989.80 hPa,51.00 %,210.00°,3.20 m/s,SW,22.00 °C,0.00 mm,991.40 hPa,44.00 %,103.50°,2.32,0.64 m/s,E
28.07.2023 14:00,20.70 °C,0.00 mm,989.80 hPa,51.00 %,247.00°,2.50 m/s,SW,21.30 °C,0.00 mm,991.30 hPa,45.00 %,184.40°,0.40,0.11 m/s,S
28.07.2023 15:00,19.30 °C,0.30 mm,989.80 hPa,58.00 %,266.00°,1.20 m/s,W,20.20 °C,0.00 mm,991.40 hPa,52.00 %,193.50°,3.86,1.07 m/s,S
28.07.2023 16:00,15.50 °C,1.60 mm,990.70 hPa,85.00 %,274.00°,3.80 m/s,W,15.50 °C,2.12 mm,992.80 hPa,91.00 %,220.50°,0.08,0.02 m/s,SW
28.07.2023 17:00,14.50 °C,0.00 mm,990.50 hPa,92.00 %,327.00°,0.30 m/s,NW,14.90 °C,2.42 mm,992.40 hPa,96.00 %,193.50°,1.34,0.37 m/s,S
28.07.2023 18:00,14.40 °C,0.00 mm,990.20 hPa,94.00 %,123.00°,1.60 m/s,SE,14.80 °C,0.00 mm,992.10 hPa,100.00 %,225.00°,2.59,0.72 m/s,SW
