dateTime UTC,TDRY,HPRAB,PRSS,RLH,WDD10,WNS10,WDD10Virzieni,tempC,precipMM,pressureMB,humidity,windDirDEG,windSpeedKPH,windSpeedM/S,windDir
18.09.2023 22:00,13.90 °C,0.00 mm,998.60 hPa,90.00 %,132.00°,3.40 m/s,SE,14.70 °C,0.00 mm,1000.70 hPa,100.00 %,210.00°,6.77,1.88 m/s,SW
18.09.2023 23:00,14.90 °C,0.00 mm,997.70 hPa,92.00 %,143.00°,3.60 m/s,SE,15.60 °C,0.00 mm,999.70 hPa,100.00 %,198.00°,6.42,1.78 m/s,S
19.09.2023 00:00,15.20 °C,0.00 mm,997.00 hPa,93.00 %,158.00°,3.40 m/s,S,15.80 °C,0.00 mm,999.10 hPa,100.00 %,202.50°,7.19,2.00 m/s,SW
19.09.2023 01:00,15.40 °C,0.00 mm,996.30 hPa,93.00 %,153.00°,3.70 m/s,SE,15.80 °C,0.00 mm,998.30 hPa,100.00 %,189.00°,7.34,2.04 m/s,S
19.09.2023 02:00,15.10 °C,0.00 mm,995.60 hPa,94.00 %,154.00°,3.90 m/s,SE,15.60 °C,0.00 mm,997.50 hPa,100.00 %,198.00°,6.34,1.76 m/s,S
19.09.2023 03:00,15.50 °C,0.00 mm,995.00 hPa,94.00 %,157.00°,4.50 m/s,SE,15.80 °C,0.00 mm,997.00 hPa,100.00 %,157.30°,7.21,2.00 m/s,SE
19.09.2023 04:00,15.90 °C,0.00 mm,994.20 hPa,93.00 %,155.00°,4.60 m/s,SE,16.30 °C,0.00 mm,996.20 hPa,100.00 %,216.00°,5.98,1.66 m/s,SW
19.09.2023 05:00,16.40 °C,0.00 mm,993.60 hPa,91.00 %,158.00°,4.70 m/s,S,17.00 °C,0.00 mm,995.60 hPa,100.00 %,216.00°,7.17,1.99 m/s,SW
19.09.2023 06:00,,,,,,,,,,,,,,,
19.09.2023 07:00,18.50 °C,0.00 mm,992.50 hPa,85.00 %,163.00°,4.10 m/s,S,19.50 °C,0.00 mm,994.40 hPa,100.00 %,189.00°,5.51,1.53 m/s,S
19.09.2023 08:00,19.70 °C,0.00 mm,992.20 hPa,80.00 %,159.00°,4.70 m/s,S,21.70 °C,0.00 mm,994.10 hPa,85.00 %,189.00°,6.31,1.75 m/s,S
19.09.2023 09:00,21.60 °C,0.00 mm,991.40 hPa,72.00 %,164.00°,4.90 m/s,S,22.80 °C,0.00 mm,993.20 hPa,76.00 %,225.00°,4.83,1.34 m/s,SW
19.09.2023 10:00,22.20 °C,0.00 mm,991.00 hPa,66.00 %,171.00°,5.70 m/s,S,23.70 °C,0.00 mm,992.70 hPa,68.00 %,207.00°,7.13,1.98 m/s,SW
19.09.2023 11:00,23.00 °C,0.00 mm,990.40 hPa,65.00 %,169.00°,5.40 m/s,S,24.20 °C,0.00 mm,992.10 hPa,65.00 %,243.00°,8.10,2.25 m/s,SW
19.09.2023 12:00,22.60 °C,0.00 mm,989.90 hPa,65.00 %,173.00°,6.10 m/s,S,23.10 °C,0.00 mm,991.60 hPa,69.00 %,211.50°,5.99,1.66 m/s,SW
19.09.2023 13:00,22.50 °C,0.00 mm,989.50 hPa,66.00 %,171.00°,6.90 m/s,S,23.00 °C,0.00 mm,991.30 hPa,72.00 %,261.00°,4.83,1.34 m/s,W
19.09.2023 14:00,22.20 °C,0.30 mm,989.20 hPa,68.00 %,184.00°,4.50 m/s,S,22.40 °C,0.00 mm,991.00 hPa,76.00 %,225.00°,9.00,2.50 m/s,SW
19.09.2023 15:00,19.70 °C,1.60 mm,989.40 hPa,84.00 %,192.00°,5.40 m/s,S,20.00 °C,0.00 mm,991.50 hPa,100.00 %,256.40°,7.99,2.22 m/s,W
19.09.2023 16:00,18.10 °C,0.00 mm,990.10 hPa,94.00 %,220.00°,4.80 m/s,SW,18.50 °C,0.00 mm,992.10 hPa,100.00 %,261.00°,9.75,2.71 m/s,W
19.09.2023 17:00,17.70 °C,0.00 mm,990.60 hPa,94.00 %,221.00°,4.30 m/s,SW,18.20 °C,0.00 mm,992.60 hPa,100.00 %,288.00°,8.67,2.41 m/s,W
19.09.2023 18:00,17.40 °C,0.00 mm,991.20 hPa,93.00 %,224.00°,3.80 m/s,SW,17.90 °C,0.00 mm,993.20 hPa,100.00 %,301.50°,12.39,3.44 m/s,NW
19.09.2023 19:00,16.40 °C,0.00 mm,991.90 hPa,76.00 %,246.00°,5.70 m/s,SW,17.30 °C,0.00 mm,994.10 hPa,85.00 %,274.50°,8.97,2.49 m/s,W
19.09.2023 20:00,15.40 °C,0.00 mm,992.20 hPa,82.00 %,219.00°,3.90 m/s,SW,16.20 °C,0.00 mm,994.30 hPa,96.00 %,283.50°,5.22,1.45 m/s,W
19.09.2023 21:00,14.60 °C,0.00 mm,992.30 hPa,87.00 %,203.00°,2.90 m/s,SW,15.00 °C,0.00 mm,994.40 hPa,100.00 %,252.00°,6.60,1.83 m/s,W
19.09.2023 22:00,13.90 °C,0.00 mm,992.50 hPa,92.00 %,192.00°,3.80 m/s,S,14.20 °C,0.00 mm,994.70 hPa,100.00 %,255.00°,6.96,1.93 m/s,W
19.09.2023 23:00,13.70 °C,0.00 mm,992.60 hPa,89.00 %,197.00°,5.10 m/s,S,14.10 °C,0.00 mm,994.80 hPa,100.00 %,279.00°,9.46,2.63 m/s,W
20.09.2023 00:00,13.40 °C,0.00 mm,992.60 hPa,89.00 %,198.00°,5.00 m/s,S,13.70 °C,0.00 mm,994.80 hPa,100.00 %,229.50°,6.92,1.92 m/s,SW
20.09.2023 01:00,13.10 °C,0.00 mm,992.60 hPa,88.00 %,190.00°,5.00 m/s,S,13.70 °C,0.00 mm,994.70 hPa,100.00 %,256.50°,5.82,1.62 m/s,W
20.09.2023 02:00,13.40 °C,0.00 mm,992.40 hPa,86.00 %,189.00°,5.20 m/s,S,13.50 °C,0.00 mm,994.60 hPa,100.00 %,234.00°,9.19,2.55 m/s,SW
20.09.2023 03:00,13.60 °C,0.00 mm,991.90 hPa,83.00 %,193.00°,6.60 m/s,S,14.00 °C,0.00 mm,994.00 hPa,100.00 %,270.00°,7.44,2.07 m/s,W
20.09.2023 04:00,13.20 °C,0.00 mm,992.20 hPa,85.00 %,189.00°,5.80 m/s,S,13.50 °C,0.00 mm,994.50 hPa,100.00 %,229.50°,8.85,2.46 m/s,SW
20.09.2023 05:00,13.60 °C,0.00 mm,992.30 hPa,84.00 %,191.00°,6.70 m/s,S,14.90 °C,0.00 mm,994.50 hPa,98.00 %,230.00°,12.36,3.43 m/s,SW
20.09.2023 06:00,14.70 °C,0.00 mm,992.50 hPa,79.00 %,199.00°,6.70 m/s,S,16.00 °C,0.00 mm,994.70 hPa,87.00 %,247.50°,8.32,2.31 m/s,W
20.09.2023 07:00,15.00 °C,0.00 mm,992.90 hPa,78.00 %,200.00°,6.20 m/s,S,16.50 °C,0.00 mm,995.10 hPa,86.00 %,270.00°,12.10,3.36 m/s,W
20.09.2023 08:00,16.90 °C,0.00 mm,993.30 hPa,74.00 %,208.00°,6.40 m/s,SW,18.40 °C,0.00 mm,995.30 hPa,75.00 %,301.50°,12.08,3.36 m/s,NW
20.09.2023 09:00,17.40 °C,0.00 mm,993.30 hPa,73.00 %,208.00°,6.20 m/s,SW,18.30 °C,0.00 mm,995.30 hPa,77.00 %,229.50°,12.25,3.40 m/s,SW
20.09.2023 10:00,18.40 °C,0.00 mm,993.50 hPa,71.00 %,211.00°,5.20 m/s,SW,20.40 °C,0.00 mm,995.30 hPa,66.00 %,290.00°,9.91,2.75 m/s,W
20.09.2023 11:00,18.80 °C,0.00 mm,993.70 hPa,70.00 %,200.00°,5.90 m/s,S,19.20 °C,0.00 mm,995.60 hPa,76.00 %,251.90°,8.77,2.44 m/s,W
20.09.2023 12:00,18.40 °C,0.00 mm,994.10 hPa,72.00 %,214.00°,4.80 m/s,SW,19.00 °C,0.00 mm,996.00 hPa,79.00 %,252.00°,8.96,2.49 m/s,W
20.09.2023 13:00,17.30 °C,0.00 mm,994.40 hPa,79.00 %,221.00°,5.70 m/s,SW,17.90 °C,0.00 mm,996.40 hPa,93.00 %,261.00°,7.24,2.01 m/s,W
20.09.2023 14:00,17.10 °C,0.00 mm,994.70 hPa,81.00 %,210.00°,4.40 m/s,SW,17.50 °C,0.00 mm,996.60 hPa,98.00 %,279.00°,6.84,1.90 m/s,W
20.09.2023 15:00,16.60 °C,0.00 mm,994.70 hPa,84.00 %,207.00°,4.60 m/s,SW,16.90 °C,0.00 mm,996.80 hPa,100.00 %,274.50°,9.82,2.73 m/s,W
20.09.2023 16:00,16.20 °C,0.00 mm,995.20 hPa,85.00 %,223.00°,4.80 m/s,SW,16.70 °C,0.00 mm,997.20 hPa,100.00 %,297.00°,8.53,2.37 m/s,NW
20.09.2023 17:00,15.90 °C,0.00 mm,995.80 hPa,87.00 %,209.00°,4.40 m/s,SW,16.30 °C,0.00 mm,997.80 hPa,100.00 %,274.50°,8.47,2.35 m/s,W
20.09.2023 18:00,16.00 °C,0.00 mm,996.30 hPa,86.00 %,198.00°,4.80 m/s,S,16.40 °C,0.00 mm,998.40 hPa,100.00 %,247.50°,3.41,0.95 m/s,W
20.09.2023 19:00,15.40 °C,0.00 mm,996.80 hPa,92.00 %,204.00°,3.60 m/s,SW,15.80 °C,0.00 mm,999.00 hPa,100.00 %,229.50°,6.91,1.92 m/s,SW
20.09.2023 20:00,15.60 °C,0.00 mm,996.90 hPa,90.00 %,192.00°,4.20 m/s,S,16.00 °C,0.00 mm,999.10 hPa,100.00 %,220.50°,5.58,1.55 m/s,SW
20.09.2023 21:00,,,,,,,,,,,,,,,
20.09.2023 22:00,15.80 °C,0.00 mm,997.80 hPa,89.00 %,204.00°,3.50 m/s,SW,16.30 °C,0.00 mm,999.80 hPa,100.00 %,252.00°,4.60,1.28 m/s,W
20.09.2023 23:00,15.70 °C,0.00 mm,998.00 hPa,89.00 %,199.00°,2.90 m/s,S,16.20 °C,0.00 mm,1000.00 hPa,100.00 %,274.50°,3.80,1.06 m/s,W
21.09.2023 00:00,15.50 °C,0.00 mm,998.00 hPa,90.00 %,189.00°,3.30 m/s,S,15.90 °C,0.00 mm,1000.20 hPa,100.00 %,247.50°,3.34,0.93 m/s,W
21.09.2023 01:00,15.60 °C,0.00 mm,998.40 hPa,90.00 %,184.00°,2.90 m/s,S,15.90 °C,0.00 mm,1000.50 hPa,100.00 %,234.00°,4.11,1.14 m/s,SW
21.09.2023 02:00,15.50 °C,0.00 mm,998.60 hPa,90.00 %,177.00°,3.40 m/s,S,15.90 °C,0.00 mm,1000.60 hPa,100.00 %,211.40°,3.00,0.83 m/s,SW
21.09.2023 03:00,15.30 °C,0.00 mm,998.70 hPa,90.00 %,175.00°,3.40 m/s,S,15.80 °C,0.00 mm,1000.80 hPa,100.00 %,211.50°,2.20,0.61 m/s,SW
21.09.2023 04:00,15.20 °C,0.00 mm,999.00 hPa,90.00 %,175.00°,2.90 m/s,S,15.60 °C,0.00 mm,1001.00 hPa,100.00 %,247.50°,1.77,0.49 m/s,W
21.09.2023 05:00,15.50 °C,0.00 mm,999.30 hPa,89.00 %,173.00°,3.20 m/s,S,15.90 °C,0.00 mm,1001.40 hPa,100.00 %,189.00°,2.13,0.59 m/s,S
21.09.2023 06:00,16.00 °C,0.00 mm,999.60 hPa,87.00 %,172.00°,3.20 m/s,S,16.90 °C,0.00 mm,1001.70 hPa,100.00 %,220.50°,3.38,0.94 m/s,SW
21.09.2023 07:00,17.20 °C,0.00 mm,999.80 hPa,80.00 %,171.00°,3.30 m/s,S,20.20 °C,0.00 mm,1001.70 hPa,78.00 %,234.00°,3.45,0.96 m/s,SW
21.09.2023 08:00,19.00 °C,0.00 mm,999.90 hPa,72.00 %,173.00°,4.00 m/s,S,22.30 °C,0.00 mm,1001.80 hPa,66.00 %,240.00°,5.57,1.55 m/s,SW
21.09.2023 09:00,20.20 °C,0.00 mm,1000.10 hPa,63.00 %,177.00°,4.70 m/s,S,22.50 °C,0.00 mm,1002.00 hPa,58.00 %,235.00°,7.19,2.00 m/s,SW
21.09.2023 10:00,21.10 °C,0.00 mm,1000.10 hPa,59.00 %,179.00°,5.40 m/s,S,23.10 °C,0.00 mm,1001.90 hPa,56.00 %,211.50°,5.59,1.55 m/s,SW
21.09.2023 11:00,21.30 °C,0.00 mm,999.90 hPa,56.00 %,172.00°,5.50 m/s,S,23.30 °C,0.00 mm,1001.80 hPa,55.00 %,252.00°,7.52,2.09 m/s,W
21.09.2023 12:00,21.10 °C,0.00 mm,999.90 hPa,58.00 %,174.00°,4.40 m/s,S,22.70 °C,0.00 mm,1001.80 hPa,55.00 %,179.78°,4.12,1.15 m/s,S
21.09.2023 13:00,21.70 °C,0.00 mm,999.60 hPa,58.00 %,164.00°,3.80 m/s,S,22.70 °C,0.00 mm,1001.40 hPa,56.00 %,234.00°,4.18,1.16 m/s,SW
21.09.2023 14:00,21.50 °C,0.00 mm,999.40 hPa,60.00 %,149.00°,2.70 m/s,SE,23.10 °C,0.00 mm,1001.20 hPa,55.00 %,166.50°,5.02,1.39 m/s,S
21.09.2023 15:00,20.90 °C,0.00 mm,999.20 hPa,61.00 %,144.00°,3.40 m/s,SE,22.10 °C,0.00 mm,1001.10 hPa,61.00 %,180.00°,1.45,0.40 m/s,S
21.09.2023 16:00,19.10 °C,0.00 mm,999.20 hPa,72.00 %,136.00°,1.30 m/s,SE,19.90 °C,0.00 mm,1001.10 hPa,73.00 %,184.50°,0.79,0.22 m/s,S
21.09.2023 17:00,16.80 °C,0.00 mm,999.30 hPa,82.00 %,131.00°,1.50 m/s,SE,17.60 °C,0.00 mm,1001.40 hPa,91.00 %,166.50°,0.80,0.22 m/s,S
21.09.2023 18:00,16.70 °C,0.00 mm,999.20 hPa,81.00 %,122.00°,2.10 m/s,SE,16.60 °C,0.00 mm,1001.40 hPa,100.00 %,184.50°,4.80,1.33 m/s,S
21.09.2023 19:00,16.10 °C,0.00 mm,999.10 hPa,82.00 %,148.00°,2.60 m/s,SE,17.30 °C,0.00 mm,1001.20 hPa,92.00 %,207.00°,7.42,2.06 m/s,SW
21.09.2023 20:00,16.80 °C,0.00 mm,998.90 hPa,78.00 %,151.00°,3.20 m/s,SE,17.10 °C,0.00 mm,1001.00 hPa,92.00 %,193.50°,7.02,1.95 m/s,S
21.09.2023 21:00,16.50 °C,0.00 mm,999.00 hPa,78.00 %,163.00°,4.90 m/s,S,16.80 °C,0.00 mm,1001.00 hPa,94.00 %,193.50°,7.19,2.00 m/s,S
21.09.2023 22:00,15.80 °C,0.00 mm,998.90 hPa,82.00 %,156.00°,3.90 m/s,SE,16.40 °C,0.00 mm,1001.00 hPa,99.00 %,193.50°,3.77,1.05 m/s,S
21.09.2023 23:00,15.10 °C,0.00 mm,998.60 hPa,84.00 %,152.00°,3.00 m/s,SE,15.90 °C,0.00 mm,1000.70 hPa,100.00 %,207.00°,6.45,1.79 m/s,SW
22.09.2023 00:00,14.80 °C,0.00 mm,998.50 hPa,86.00 %,153.00°,3.10 m/s,SE,15.50 °C,0.00 mm,1000.60 hPa,100.00 %,198.00°,6.45,1.79 m/s,S
22.09.2023 01:00,14.70 °C,0.00 mm,998.30 hPa,86.00 %,150.00°,3.30 m/s,SE,15.30 °C,0.00 mm,1000.40 hPa,100.00 %,211.50°,7.74,2.15 m/s,SW
22.09.2023 02:00,14.50 °C,0.00 mm,998.10 hPa,87.00 %,143.00°,3.60 m/s,SE,15.20 °C,0.00 mm,1000.20 hPa,100.00 %,205.00°,7.98,2.22 m/s,SW
22.09.2023 03:00,14.50 °C,0.00 mm,997.90 hPa,86.00 %,140.00°,3.70 m/s,SE,15.10 °C,0.00 mm,1000.00 hPa,100.00 %,175.50°,8.86,2.46 m/s,S
22.09.2023 04:00,14.40 °C,0.00 mm,997.80 hPa,86.00 %,146.00°,3.80 m/s,SE,14.90 °C,0.00 mm,999.90 hPa,100.00 %,189.00°,6.20,1.72 m/s,S
22.09.2023 05:00,14.80 °C,0.00 mm,997.70 hPa,84.00 %,144.00°,4.30 m/s,SE,15.90 °C,0.00 mm,999.90 hPa,99.00 %,184.50°,7.96,2.21 m/s,S
22.09.2023 06:00,16.20 °C,0.00 mm,997.70 hPa,79.00 %,152.00°,4.40 m/s,SE,17.30 °C,0.00 mm,999.80 hPa,87.00 %,184.50°,8.05,2.24 m/s,S
22.09.2023 07:00,17.80 °C,0.00 mm,997.60 hPa,73.00 %,145.00°,4.30 m/s,SE,19.10 °C,0.00 mm,999.60 hPa,77.00 %,161.90°,7.02,1.95 m/s,S
22.09.2023 08:00,19.70 °C,0.00 mm,997.40 hPa,67.00 %,147.00°,4.50 m/s,SE,21.20 °C,0.00 mm,999.40 hPa,67.00 %,189.00°,9.21,2.56 m/s,S
22.09.2023 09:00,21.30 °C,0.00 mm,997.20 hPa,63.00 %,142.00°,4.80 m/s,SE,23.00 °C,0.00 mm,999.10 hPa,61.00 %,175.50°,8.53,2.37 m/s,S
22.09.2023 10:00,22.50 °C,0.00 mm,996.80 hPa,59.00 %,157.00°,4.70 m/s,SE,23.90 °C,0.00 mm,998.50 hPa,57.00 %,189.00°,12.81,3.56 m/s,S
22.09.2023 11:00,23.50 °C,0.00 mm,996.10 hPa,56.00 %,151.00°,5.80 m/s,SE,24.20 °C,0.00 mm,997.90 hPa,56.00 %,166.50°,10.66,2.96 m/s,S
22.09.2023 12:00,23.50 °C,0.00 mm,995.90 hPa,55.00 %,161.00°,6.80 m/s,S,24.40 °C,0.00 mm,997.80 hPa,56.00 %,211.50°,8.62,2.39 m/s,SW
22.09.2023 13:00,23.60 °C,0.00 mm,995.80 hPa,55.00 %,166.00°,6.40 m/s,S,24.50 °C,0.00 mm,997.60 hPa,54.00 %,198.00°,8.56,2.38 m/s,S
22.09.2023 14:00,23.40 °C,0.00 mm,995.50 hPa,56.00 %,159.00°,6.50 m/s,S,24.10 °C,0.00 mm,997.20 hPa,56.00 %,202.50°,9.08,2.52 m/s,SW
22.09.2023 15:00,22.50 °C,0.00 mm,995.20 hPa,61.00 %,148.00°,4.80 m/s,SE,23.10 °C,0.00 mm,997.10 hPa,62.00 %,185.00°,6.31,1.75 m/s,S
22.09.2023 16:00,21.40 °C,0.00 mm,995.60 hPa,67.00 %,153.00°,2.80 m/s,SE,21.70 °C,0.00 mm,997.30 hPa,72.00 %,207.00°,7.23,2.01 m/s,SW
22.09.2023 17:00,20.70 °C,0.00 mm,995.50 hPa,69.00 %,143.00°,3.70 m/s,SE,20.90 °C,0.00 mm,997.30 hPa,77.00 %,180.00°,8.70,2.42 m/s,S
22.09.2023 18:00,20.50 °C,0.00 mm,995.40 hPa,67.00 %,145.00°,4.10 m/s,SE,20.80 °C,0.00 mm,997.20 hPa,73.00 %,161.80°,6.69,1.86 m/s,S
22.09.2023 19:00,20.20 °C,0.00 mm,995.50 hPa,68.00 %,150.00°,3.90 m/s,SE,20.60 °C,0.00 mm,997.40 hPa,73.00 %,207.00°,8.67,2.41 m/s,SW
22.09.2023 20:00,20.20 °C,0.00 mm,994.90 hPa,67.00 %,154.00°,4.80 m/s,SE,20.50 °C,0.00 mm,996.70 hPa,72.00 %,166.50°,7.52,2.09 m/s,S
22.09.2023 21:00,20.10 °C,0.00 mm,994.80 hPa,66.00 %,157.00°,5.50 m/s,SE,20.50 °C,0.00 mm,996.70 hPa,71.00 %,234.00°,7.30,2.03 m/s,SW
22.09.2023 22:00,19.50 °C,0.00 mm,994.70 hPa,67.00 %,156.00°,5.10 m/s,SE,19.90 °C,0.00 mm,996.60 hPa,73.00 %,198.00°,9.60,2.67 m/s,S
22.09.2023 23:00,19.10 °C,0.00 mm,994.40 hPa,67.00 %,155.00°,4.90 m/s,SE,19.50 °C,0.00 mm,996.30 hPa,72.00 %,202.50°,8.45,2.35 m/s,SW
23.09.2023 00:00,18.60 °C,0.00 mm,994.10 hPa,68.00 %,156.00°,4.90 m/s,SE,19.30 °C,0.00 mm,996.00 hPa,71.00 %,193.50°,6.40,1.78 m/s,S
23.09.2023 01:00,18.60 °C,0.00 mm,994.20 hPa,67.00 %,158.00°,5.20 m/s,S,18.80 °C,0.00 mm,996.20 hPa,73.00 %,198.00°,11.54,3.21 m/s,S
23.09.2023 02:00,18.20 °C,0.00 mm,994.10 hPa,69.00 %,154.00°,5.00 m/s,SE,18.60 °C,0.00 mm,996.00 hPa,74.00 %,193.50°,6.63,1.84 m/s,S
23.09.2023 03:00,18.00 °C,0.00 mm,994.00 hPa,70.00 %,152.00°,4.50 m/s,SE,18.30 °C,0.00 mm,995.90 hPa,77.00 %,184.50°,5.73,1.59 m/s,S
23.09.2023 04:00,17.70 °C,0.00 mm,993.80 hPa,72.00 %,148.00°,4.30 m/s,SE,18.10 °C,0.00 mm,995.80 hPa,79.00 %,193.40°,12.08,3.36 m/s,S
23.09.2023 05:00,17.80 °C,0.00 mm,993.90 hPa,72.00 %,154.00°,4.60 m/s,SE,18.50 °C,0.00 mm,995.90 hPa,78.00 %,207.00°,7.07,1.96 m/s,SW
23.09.2023 06:00,18.10 °C,0.00 mm,994.10 hPa,72.00 %,161.00°,4.70 m/s,S,18.40 °C,0.00 mm,996.10 hPa,81.00 %,202.50°,5.79,1.61 m/s,SW
23.09.2023 07:00,18.00 °C,0.00 mm,994.60 hPa,73.00 %,164.00°,4.80 m/s,S,18.30 °C,0.00 mm,996.60 hPa,86.00 %,198.00°,2.53,0.70 m/s,S
23.09.2023 08:00,17.80 °C,0.00 mm,995.10 hPa,77.00 %,166.00°,3.70 m/s,S,18.40 °C,0.00 mm,997.00 hPa,89.00 %,200.00°,3.37,0.94 m/s,S
23.09.2023 09:00,18.60 °C,2.00 mm,994.80 hPa,76.00 %,161.00°,3.50 m/s,S,18.60 °C,0.00 mm,996.80 hPa,99.00 %,193.50°,1.83,0.51 m/s,S
23.09.2023 10:00,17.60 °C,1.00 mm,995.10 hPa,87.00 %,165.00°,3.90 m/s,S,17.50 °C,0.00 mm,997.10 hPa,100.00 %,202.50°,1.26,0.35 m/s,SW
23.09.2023 11:00,17.60 °C,0.00 mm,994.70 hPa,93.00 %,158.00°,1.50 m/s,S,17.90 °C,0.00 mm,996.70 hPa,100.00 %,216.00°,1.42,0.39 m/s,SW
23.09.2023 12:00,19.00 °C,0.00 mm,994.60 hPa,89.00 %,150.00°,1.40 m/s,SE,19.60 °C,0.00 mm,996.60 hPa,100.00 %,216.00°,4.49,1.25 m/s,SW
23.09.2023 13:00,19.50 °C,0.00 mm,994.60 hPa,85.00 %,175.00°,2.00 m/s,S,19.40 °C,0.00 mm,996.80 hPa,100.00 %,225.00°,7.58,2.11 m/s,SW
23.09.2023 14:00,17.10 °C,2.40 mm,995.40 hPa,97.00 %,259.00°,3.40 m/s,W,17.30 °C,0.00 mm,997.50 hPa,100.00 %,207.00°,2.73,0.76 m/s,SW
23.09.2023 15:00,15.20 °C,0.70 mm,996.20 hPa,99.00 %,300.00°,3.90 m/s,NW,15.60 °C,0.00 mm,998.50 hPa,100.00 %,297.00°,3.05,0.85 m/s,NW
23.09.2023 16:00,14.80 °C,0.00 mm,996.80 hPa,98.00 %,294.00°,1.60 m/s,NW,15.30 °C,0.00 mm,998.90 hPa,100.00 %,279.00°,3.14,0.87 m/s,W
23.09.2023 17:00,14.50 °C,0.00 mm,997.10 hPa,97.00 %,273.00°,2.50 m/s,W,15.00 °C,0.00 mm,999.20 hPa,100.00 %,247.50°,2.99,0.83 m/s,W
23.09.2023 18:00,14.20 °C,0.30 mm,998.00 hPa,98.00 %,274.00°,2.30 m/s,W,14.70 °C,0.00 mm,1000.10 hPa,100.00 %,288.00°,3.35,0.93 m/s,W
23.09.2023 19:00,14.20 °C,1.00 mm,998.70 hPa,98.00 %,252.00°,2.50 m/s,W,14.70 °C,0.00 mm,1000.80 hPa,100.00 %,283.50°,2.01,0.56 m/s,W
23.09.2023 20:00,14.10 °C,0.80 mm,998.80 hPa,99.00 %,241.00°,1.80 m/s,SW,14.60 °C,0.00 mm,1000.90 hPa,100.00 %,270.00°,1.32,0.37 m/s,W
23.09.2023 21:00,13.90 °C,0.00 mm,998.80 hPa,99.00 %,230.00°,1.20 m/s,SW,14.50 °C,0.00 mm,1000.80 hPa,100.00 %,279.00°,4.15,1.15 m/s,W
23.09.2023 22:00,13.90 °C,0.00 mm,999.10 hPa,99.00 %,241.00°,2.50 m/s,SW,14.50 °C,0.00 mm,1001.20 hPa,100.00 %,220.50°,3.38,0.94 m/s,SW
23.09.2023 23:00,14.20 °C,0.00 mm,999.60 hPa,99.00 %,223.00°,2.90 m/s,SW,14.60 °C,0.00 mm,1001.70 hPa,100.00 %,265.50°,4.79,1.33 m/s,W
24.09.2023 00:00,14.10 °C,0.00 mm,1000.00 hPa,100.00 %,243.00°,3.20 m/s,SW,14.70 °C,0.00 mm,1002.20 hPa,100.00 %,229.40°,5.77,1.60 m/s,SW
24.09.2023 01:00,14.00 °C,0.00 mm,1000.60 hPa,99.00 %,239.00°,3.40 m/s,SW,14.60 °C,0.00 mm,1002.80 hPa,100.00 %,283.50°,4.18,1.16 m/s,W
24.09.2023 02:00,14.10 °C,0.00 mm,1000.80 hPa,97.00 %,226.00°,3.00 m/s,SW,14.60 °C,0.00 mm,1003.00 hPa,100.00 %,283.50°,2.78,0.77 m/s,W
24.09.2023 03:00,14.00 °C,0.00 mm,1001.40 hPa,98.00 %,206.00°,2.20 m/s,SW,14.50 °C,0.00 mm,1003.60 hPa,100.00 %,243.00°,4.21,1.17 m/s,SW
24.09.2023 04:00,13.80 °C,0.00 mm,1002.00 hPa,97.00 %,203.00°,2.90 m/s,SW,14.30 °C,0.00 mm,1004.20 hPa,100.00 %,216.00°,1.80,0.50 m/s,SW
24.09.2023 05:00,14.00 °C,0.00 mm,1002.70 hPa,97.00 %,197.00°,2.70 m/s,S,14.40 °C,0.00 mm,1004.80 hPa,100.00 %,233.90°,5.40,1.50 m/s,SW
24.09.2023 06:00,14.10 °C,0.00 mm,1003.50 hPa,96.00 %,210.00°,3.50 m/s,SW,14.70 °C,0.00 mm,1005.70 hPa,100.00 %,261.00°,7.90,2.19 m/s,W
24.09.2023 07:00,14.50 °C,0.00 mm,1004.00 hPa,91.00 %,218.00°,4.20 m/s,SW,15.50 °C,0.00 mm,1006.10 hPa,100.00 %,297.00°,8.20,2.28 m/s,NW
24.09.2023 08:00,14.70 °C,0.00 mm,1004.50 hPa,89.00 %,238.00°,4.50 m/s,SW,15.60 °C,0.00 mm,1006.60 hPa,100.00 %,297.00°,8.89,2.47 m/s,NW
24.09.2023 09:00,15.50 °C,0.00 mm,1005.10 hPa,82.00 %,244.00°,4.80 m/s,SW,16.40 °C,0.00 mm,1007.30 hPa,95.00 %,288.00°,12.20,3.39 m/s,W
24.09.2023 10:00,16.90 °C,0.00 mm,1005.50 hPa,76.00 %,238.00°,5.90 m/s,SW,18.40 °C,0.00 mm,1007.50 hPa,79.00 %,274.50°,13.99,3.89 m/s,W
24.09.2023 11:00,17.50 °C,0.00 mm,1006.00 hPa,70.00 %,244.00°,5.80 m/s,SW,18.40 °C,0.00 mm,1008.00 hPa,70.00 %,256.50°,10.43,2.90 m/s,W
24.09.2023 12:00,16.40 °C,0.00 mm,1006.70 hPa,69.00 %,260.00°,5.60 m/s,W,17.50 °C,0.00 mm,1008.80 hPa,74.00 %,193.50°,5.12,1.42 m/s,S
24.09.2023 13:00,16.00 °C,0.00 mm,1007.30 hPa,74.00 %,260.00°,3.60 m/s,W,17.50 °C,0.00 mm,1009.40 hPa,79.00 %,242.90°,6.80,1.89 m/s,SW
24.09.2023 14:00,16.60 °C,0.00 mm,1007.80 hPa,71.00 %,255.00°,3.80 m/s,W,18.00 °C,0.00 mm,1010.00 hPa,74.00 %,306.00°,8.20,2.28 m/s,NW
